Product Name,Specifications,Rating,Price,Battery Life,Weight,Webcam,Display Size,Brand,Processor,RAM,DDR,OS,Storage,Display,Warranty,Specification
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis,Intel Core Ultra 5 Processor 16 GB LPDDR 5X RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Touchscreen Display 1 Year Onsite Warranty,4.9,114990,Upto 12.3 Hours,1.46 Kg,Not found,39.62 cm (15.6 Inch),SAMSUNG,Not found,16 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis, Brand: SAMSUNG, Rating: 4.9, Price: ₹114990, Processor: Not found, RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.46 Kg kg, Warranty: 1 Year Onsite Warranty"
HP MS Office 2024,Intel Core i 7 Processor (13th Gen)16 GB DDR 4 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayMicrosoft Office H&S Edition 20241 Year Carry-in Warranty,Not found,64990,"3-cell, 41 Wh Li-ion polymer",1.59 Kg,HP True Vision 1080p FHD camera with temporal noise reduction,39.62 cm (15.6 inch),HP,Intel Core i 7 Processor (13th Gen),16 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),20241 Year Carry-in Warranty,"Product: HP MS Office 2024, Brand: HP, Rating: Not found, Price: ₹64990, Processor: Intel Core i 7 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 1.59 Kg kg, Warranty: 20241 Year Carry-in Warranty"
Lenovo IdeaPad 1,AMD Ryzen 7 Octa Core Processor 16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Yr. Onsite + 1 Yr. Accidental Damage Protection,4.2,42990,Model Number,1.61 kg,HD 720p with Privacy Shutter,39.62 cm (15.6 inch),Lenovo,Not found,16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: Lenovo IdeaPad 1, Brand: Lenovo, Rating: 4.2, Price: ₹42990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.61 kg kg, Warranty: Not found"
MSI Thin 15,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 2 Year Onsite Warranty,4.3,50990,Model Number,1.86 Kg,HD type (30fps@720p),39.62 cm (15.6 Inch),MSI,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),2 Year Onsite Warranty,"Product: MSI Thin 15, Brand: MSI, Rating: 4.3, Price: ₹50990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.86 Kg kg, Warranty: 2 Year Onsite Warranty"
ASUS TUF Gaming A15,AMD Ryzen 7 Octa Core Processor 8 GB DDR 5 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Carry-in Warranty,4.3,52990,3 Cell,2.30 Kg,720p HD camera,39.62 cm (15.6 inch),ASUS,Not found,8 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),1 Year Carry-in Warranty,"Product: ASUS TUF Gaming A15, Brand: ASUS, Rating: 4.3, Price: ₹52990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 2.30 Kg kg, Warranty: 1 Year Carry-in Warranty"
"Acer Aspire Lite with Backlit Keyboard,",Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 1 TB SSD 39.62 cm (15.6 Inch) Display 1 Year Carry-in Warranty,4.2,46990,Not found,1.59 Kg,Keyboard,39.62 cm (15.6 Inch),Acer,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,1 TB SSD,39.62 cm (15.6 Inch),1 Year Carry-in Warranty,"Product: Acer Aspire Lite with Backlit Keyboard,, Brand: Acer, Rating: 4.2, Price: ₹46990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 1 TB SSD, Weight: 1.59 Kg kg, Warranty: 1 Year Carry-in Warranty"
"Acer Aspire Lite with Backlit Keyboard,",Intel Core i 7 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Carry-in Warranty,4.3,48990,Not found,1.59 Kg,Keyboard,39.62 cm (15.6 Inch),Acer,Intel Core i 7 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Carry-in Warranty,"Product: Acer Aspire Lite with Backlit Keyboard,, Brand: Acer, Rating: 4.3, Price: ₹48990, Processor: Intel Core i 7 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.59 Kg kg, Warranty: 1 Year Carry-in Warranty"
"Acer Aspire Lite with Backlit Keyboard,",Intel Core i 7 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 1 TB SSD 39.62 cm (15.6 Inch) Display 1 Year Carry-in Warranty,4.3,51990,Not found,1.59 Kg,Keyboard,39.62 cm (15.6 Inch),Acer,Intel Core i 7 Processor (12th Gen),16 GB,DDR,Windows 11,1 TB SSD,39.62 cm (15.6 Inch),1 Year Carry-in Warranty,"Product: Acer Aspire Lite with Backlit Keyboard,, Brand: Acer, Rating: 4.3, Price: ₹51990, Processor: Intel Core i 7 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 1 TB SSD, Weight: 1.59 Kg kg, Warranty: 1 Year Carry-in Warranty"
Acer Aspire,Intel Core i 3 Processor (13th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Warranty,4.1,30990,36 Wh,1.59 kg,Finger Print Sensor,39.62 cm (15.6 inch),Acer,Intel Core i 3 Processor (13th Gen),8 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),1 Year Warranty,"Product: Acer Aspire, Brand: Acer, Rating: 4.1, Price: ₹30990, Processor: Intel Core i 3 Processor (13th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 1.59 kg kg, Warranty: 1 Year Warranty"
HP,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Onsite warranty,4.3,46190,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch),HP,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: HP, Brand: HP, Rating: 4.3, Price: ₹46190, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: Not found"
CHUWI,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR 4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 256 GB SSD 35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software 1 Year Onsite Warranty",3.7,16490,Up To 9 Hours,1.39 kg,Yes,35.81 cm (14.1 inch),CHUWI,Intel Celeron Dual Core Processor (11th Gen),8GB,LPDDR,Windows 11,256 GB SSD,35.81 cm (14.1 inch),1 Year Onsite Warranty,"Product: CHUWI, Brand: CHUWI, Rating: 3.7, Price: ₹16490, Processor: Intel Celeron Dual Core Processor (11th Gen), RAM: 8GB GB, DDR: LPDDR, OS: Windows 11, Storage: 256 GB SSD, Weight: 1.39 kg kg, Warranty: 1 Year Onsite Warranty"
Apple Apple M3,"Apple M 3 Processor 16 GB Unified Memory RAMMac OS Operating System 256 GB SSD 38.86 cm (15.3 Inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather 1 Year Limited Warranty",4,125990,Upto 18 Hours,1.51 kg,1080p FaceTime HD camera,38.86 cm (15.3 Inch),Apple,Not found,16 GB,Not found,Not found,256 GB SSD,38.86 cm (15.3 Inch),Not found,"Product: Apple Apple M3, Brand: Apple, Rating: 4, Price: ₹125990, Processor: Not found, RAM: 16 GB GB, DDR: Not found, OS: Not found, Storage: 256 GB SSD, Weight: 1.51 kg kg, Warranty: Not found"
Acer Aspire Lite,AMD Ryzen 3 Quad Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Carry-in Warranty,4.2,26990,Not found,1.59 Kg,Keyboard,39.62 cm (15.6 Inch),Acer,Not found,8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Carry-in Warranty,"Product: Acer Aspire Lite, Brand: Acer, Rating: 4.2, Price: ₹26990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.59 Kg kg, Warranty: 1 Year Carry-in Warranty"
Lenovo IdeaPad Slim 5,Intel Core i 5 Processor (13th Gen)16 GB DDR 5 RAMWindows 11 Home Operating System 1 TB SSD 35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty,Not found,97290,Integrated 60Wh,1.39 Kg,"FHD 1080p + IR with Privacy Shutter, ToF Sensor",35.56 cm (14 inch),Lenovo,Intel Core i 5 Processor (13th Gen),16 GB,DDR,Windows 11 Home,1 TB SSD,35.56 cm (14 inch),20241 Year Carry-in Warranty,"Product: Lenovo IdeaPad Slim 5, Brand: Lenovo, Rating: Not found, Price: ₹97290, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 1 TB SSD, Weight: 1.39 Kg kg, Warranty: 20241 Year Carry-in Warranty"
MOTOROLA Motobook 60 Full Metal,Intel Core 7 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.2,70990,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch),MOTOROLA,Not found,16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),20241 Year Onsite Warranty,"Product: MOTOROLA Motobook 60 Full Metal, Brand: MOTOROLA, Rating: 4.2, Price: ₹70990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 20241 Year Onsite Warranty"
Apple Apple M3,"Apple M 3 Processor 16 GB Unified Memory RAMMac OS Operating System 256 GB SSD 34.54 cm (13.6 Inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather 1 Year Limited Warranty",4.7,106990,Upto 18 Hours,1.24 kg,1080p FaceTime HD camera,34.54 cm (13.6 Inch),Apple,Not found,16 GB,Not found,Not found,256 GB SSD,34.54 cm (13.6 Inch),Not found,"Product: Apple Apple M3, Brand: Apple, Rating: 4.7, Price: ₹106990, Processor: Not found, RAM: 16 GB GB, DDR: Not found, OS: Not found, Storage: 256 GB SSD, Weight: 1.24 kg kg, Warranty: Not found"
Lenovo IdeaPad Pro 5 2.8K OLED AI PC,Intel Core Ultra 9 Processor 32 GB LPDDR 5X RAMWindows 11 Operating System 1 TB SSD 35.56 cm (14 Inch) Display 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,4.2,102990,Integrated 84Wh,1.46 Kg,"Full HD 1080p + IR with Privacy Shutter, ToF Sensor",35.56 cm (14 Inch),Lenovo,Not found,32 GB,LPDDR,Windows 11,1 TB SSD,35.56 cm (14 Inch),Not found,"Product: Lenovo IdeaPad Pro 5 2.8K OLED AI PC, Brand: Lenovo, Rating: 4.2, Price: ₹102990, Processor: Not found, RAM: 32 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 1 TB SSD, Weight: 1.46 Kg kg, Warranty: Not found"
DELL Latitude 3540,"Intel Core i 3 Processor (12th Gen)16 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayMicrosoft Office Pro Plus 2021, Windows 11 Pro 1 Year Onsite Warranty",3.9,33490,3 Cell,1.6 kg,Warranty Summary,39.62 cm (15.6 inch),DELL,Intel Core i 3 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),1 Year Onsite Warranty,"Product: DELL Latitude 3540, Brand: DELL, Rating: 3.9, Price: ₹33490, Processor: Intel Core i 3 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.6 kg kg, Warranty: 1 Year Onsite Warranty"
Apple MacBook Air Apple M3,"Apple M 3 Processor 16 GB Unified Memory RAMMac OS Operating System 512 GB SSD 33.02 cm (13 Inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos 1 Year Onsite Warranty",4.7,125990,Warranty Summary,1.24 Kg,1080p FaceTime HD camera,33.02 cm (13 Inch),Apple,Not found,16 GB,Not found,Not found,512 GB SSD,33.02 cm (13 Inch),1 Year Onsite Warranty,"Product: Apple MacBook Air Apple M3, Brand: Apple, Rating: 4.7, Price: ₹125990, Processor: Not found, RAM: 16 GB GB, DDR: Not found, OS: Not found, Storage: 512 GB SSD, Weight: 1.24 Kg kg, Warranty: 1 Year Onsite Warranty"
HP 15,AMD Ryzen 3 Quad Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.2,29990,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch),HP,Not found,8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP 15, Brand: HP, Rating: 4.2, Price: ₹29990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.59 Kg kg, Warranty: 1 Year Onsite Warranty"
MOTOROLA Motobook 60 Full Metal,Intel Core 5 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.4,62990,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch),MOTOROLA,Not found,16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),20241 Year Onsite Warranty,"Product: MOTOROLA Motobook 60 Full Metal, Brand: MOTOROLA, Rating: 4.4, Price: ₹62990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 20241 Year Onsite Warranty"
ASUS Vivobook 16X,"Intel Core i 5 Processor (13th Gen)16 GB DDR 4 RAMWindows 11 Home Operating System 512 GB SSD 40.64 cm (16 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic (1-Year Validity),�McAfee -1 year, One-Month Membership of Adobe Creative Cloud All Apps 1 Year Onsite Warranty",4.3,68990,3-cell Li-ion,1.8 Kg,720p HD camera With privacy shutter,40.64 cm (16 Inch),ASUS,Intel Core i 5 Processor (13th Gen),16 GB,DDR,Windows 11 Home,512 GB SSD,40.64 cm (16 Inch),1 Year Onsite Warranty,"Product: ASUS Vivobook 16X, Brand: ASUS, Rating: 4.3, Price: ₹68990, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 1.8 Kg kg, Warranty: 1 Year Onsite Warranty"
Acer Aspire Lite,AMD Ryzen 5 Hexa Core Processor 16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Carry-in Warranty,4.1,35990,Not found,1.59 Kg,Keyboard,39.62 cm (15.6 inch),Acer,Not found,16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),1 Year Carry-in Warranty,"Product: Acer Aspire Lite, Brand: Acer, Rating: 4.1, Price: ₹35990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.59 Kg kg, Warranty: 1 Year Carry-in Warranty"
HP Backlit,Intel Core i 5 Processor (12th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.3,44990,Warranty Summary,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 Inch),HP,Intel Core i 5 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP Backlit, Brand: HP, Rating: 4.3, Price: ₹44990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: 1 Year Onsite Warranty"
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis,Intel Core Ultra 5 Processor 16 GB LPDDR 5X RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Touchscreen Display 1 Year Onsite Warranty,4.9,114990,Upto 12.3 Hours,1.46 Kg,Not found,39.62 cm (15.6 Inch),SAMSUNG,Not found,16 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis, Brand: SAMSUNG, Rating: 4.9, Price: ₹114990, Processor: Not found, RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.46 Kg kg, Warranty: 1 Year Onsite Warranty"
ASUS Vivobook 15,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.2,45990,3 Cell,1.70 kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch),ASUS,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: ASUS Vivobook 15, Brand: ASUS, Rating: 4.2, Price: ₹45990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.70 kg kg, Warranty: 1 Year Onsite Warranty"
ASUS Chromebook,Intel Celeron Dual Core Processor 4 GB LPDDR 4X RAMChrome Operating System 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,3.8,15990,Not found,1.80 Kg,720p HD camera,39.62 cm (15.6 Inch),ASUS,Not found,4 GB,LPDDR,Not found,Not found,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: ASUS Chromebook, Brand: ASUS, Rating: 3.8, Price: ₹15990, Processor: Not found, RAM: 4 GB GB, DDR: LPDDR, OS: Not found, Storage: Not found, Weight: 1.80 Kg kg, Warranty: 1 Year Onsite Warranty"
Lenovo IdeaPad Slim 3,Intel Core i 3 Processor (12th Gen)8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Yr. Onsite + 1 Yr. Accidental Damage Protection,4.2,32990,Upto 10 Hours,1.63 Kg,HD 720p with Privacy Shutter,39.62 cm (15.6 inch),Lenovo,Intel Core i 3 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: Lenovo IdeaPad Slim 3, Brand: Lenovo, Rating: 4.2, Price: ₹32990, Processor: Intel Core i 3 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.63 Kg kg, Warranty: Not found"
Lenovo Yoga Slim 7,Intel Core Ultra 5 Processor 16 GB LPDDR 5X RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) Display 1 Year Onsite Warranty,4.3,75900,Not found,1.39 Kg,Full HD 1080p + IR with E-shutter,35.56 cm (14 Inch),Lenovo,Not found,16 GB,LPDDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),1 Year Onsite Warranty,"Product: Lenovo Yoga Slim 7, Brand: Lenovo, Rating: 4.3, Price: ₹75900, Processor: Not found, RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.39 Kg kg, Warranty: 1 Year Onsite Warranty"
MSI Thin 15,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 2 Year Onsite Warranty,4.3,50990,Model Number,1.86 Kg,HD type (30fps@720p),39.62 cm (15.6 Inch),MSI,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),2 Year Onsite Warranty,"Product: MSI Thin 15, Brand: MSI, Rating: 4.3, Price: ₹50990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.86 Kg kg, Warranty: 2 Year Onsite Warranty"
ASUS TUF Gaming A15,AMD Ryzen 7 Octa Core Processor 8 GB DDR 5 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Carry-in Warranty,4.3,52990,3 Cell,2.30 Kg,720p HD camera,39.62 cm (15.6 inch),ASUS,Not found,8 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),1 Year Carry-in Warranty,"Product: ASUS TUF Gaming A15, Brand: ASUS, Rating: 4.3, Price: ₹52990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 2.30 Kg kg, Warranty: 1 Year Carry-in Warranty"
DELL G15,Intel Core i 7 Processor (13th Gen)16 GB DDR 5 RAMWindows 11 Operating System 1 TB SSD 39.62 cm (15.6 Inch) Display 1 Year Basic Onsite Service after remote diagnosis with Hardware-Only Support,Not found,125109,"3 Cell, 56 Wh, integrated",2.65 Kg,Not found,39.62 cm (15.6 Inch),DELL,Intel Core i 7 Processor (13th Gen),16 GB,DDR,Windows 11,1 TB SSD,39.62 cm (15.6 Inch),Not found,"Product: DELL G15, Brand: DELL, Rating: Not found, Price: ₹125109, Processor: Intel Core i 7 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 1 TB SSD, Weight: 2.65 Kg kg, Warranty: Not found"
Lenovo Yoga Slim 7,Intel Core Ultra 7 Processor 16 GB LPDDR 5X RAMWindows 11 Operating System 1 TB SSD 35.56 cm (14 Inch) Display 1 Year Carry-in Warranty,4.2,87990,Not found,1.39 Kg,"FHD 1080p + IR with E-shutter, ToF Sensor",35.56 cm (14 Inch),Lenovo,Not found,16 GB,LPDDR,Windows 11,1 TB SSD,35.56 cm (14 Inch),1 Year Carry-in Warranty,"Product: Lenovo Yoga Slim 7, Brand: Lenovo, Rating: 4.2, Price: ₹87990, Processor: Not found, RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 1 TB SSD, Weight: 1.39 Kg kg, Warranty: 1 Year Carry-in Warranty"
HP,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Onsite warranty,4.3,46190,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch),HP,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: HP, Brand: HP, Rating: 4.3, Price: ₹46190, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: Not found"
CHUWI,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR 4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 256 GB SSD 35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software 1 Year Onsite Warranty",3.7,16490,Up To 9 Hours,1.39 kg,Yes,35.81 cm (14.1 inch),CHUWI,Intel Celeron Dual Core Processor (11th Gen),8GB,LPDDR,Windows 11,256 GB SSD,35.81 cm (14.1 inch),1 Year Onsite Warranty,"Product: CHUWI, Brand: CHUWI, Rating: 3.7, Price: ₹16490, Processor: Intel Celeron Dual Core Processor (11th Gen), RAM: 8GB GB, DDR: LPDDR, OS: Windows 11, Storage: 256 GB SSD, Weight: 1.39 kg kg, Warranty: 1 Year Onsite Warranty"
ASUS Vivobook 15,Intel Core 5 Processor 16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite warranty,Not found,49968,Not found,1.70 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch),ASUS,Not found,16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),Not found,"Product: ASUS Vivobook 15, Brand: ASUS, Rating: Not found, Price: ₹49968, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.70 Kg kg, Warranty: Not found"
